#,color,size,content
95,远峰蓝色,128GB,13p香是真的香，蓝色好看，不是深蓝色的，金属质感手感很舒服。配置高。摄像头也很优秀，拍出来效果很棒，运行速度快，你值得拥有。各方面都还不错。香。
96,银色,256GB,"外形外观：哈哈，好看
屏幕音效：屏幕漂亮 音质好听
拍照效果：杠杠的，喜欢
运行速度：速度牛逼，快
待机时间：牛逼了，比12好多了
其他特色：价格可以，带发票，物流也很快！"
97,远峰蓝色,256GB,很流畅，高刷纵享丝滑！13pro256只能说早买早享受，拍照很给力，黑暗中绽放光芒，再也不用担心光线不好拍照不清楚了，继续使用观察，后续追评！
98,远峰蓝色,256GB,买了一个多月才来评论，体验非常好。第一、速度很快。相对于用了三年的iPhone X要快了很多；第二、摄像头霸气、对焦速度快、成像质量好；第三、iOS系统流畅、很好用，其次配合Mac使用，简直完美。
99,远峰蓝色,128GB,"外形外观：远蓝峰随着光线环境而改变颜色，手感很好，就是边框上容易留下指纹抗油污差，得带套使用
屏幕音效：声音音质浑厚
拍照效果：拍照效果杠杠的，没的说
运行速度：玩游戏反应速度非常快，自适应高刷
待机时间：不使用的情况下，大概一周左右"
100,石墨色,256GB,用了一段时间才来的评论，确实是感觉拿到手机还是觉得不一样的，倍有面子个人觉得哈（不喜勿喷）包括手机?流畅度很好，性能简直好的不行，入手这个苹果13pro是经过深思熟虑，而且买到也很喜欢??充电还是挺快的，现在是两部手机共用（苹果8P）功能这些有了巨大的提升，很喜欢拍照?的电影?效果，还有就是面容解锁，我感觉买了那么多东西，第一次写了那么长的好评评论，也是很高兴的，一如既往的支持京东，哈哈哈??????
101,远峰蓝色,256GB,"外形外观：不用说了，个人觉得蓝色的好看，
拍照效果：拍照也很清晰
待机时间：一天够用
运行速度：平时游戏流畅流畅爽歪歪，总之牛牛"
102,远峰蓝色,256GB,超高颜值.手感特别好！大小合适.对于男生来说.这重量绝对可以接受..很有质感！
103,金色,256GB,昨天晚上下单 今天中午就收到货了 ！苹果13pro ，东西很不错 从外观到反应速度 再到照相机的功能 都是非常的好 ！这一点使用过的人应该都知道。同时买了无线耳机 耳机的功能挺好，音质也非常好 总体满意 ！
104,金色,256GB,外形外观：边框金属质感很好；宽度合适，女生单手握感舒适；做工精致，品控良好，边角处无硌手感；金@泽均匀。屏幕音效：屏幕显示清晰细腻，无粉绿屏情况出现；直面屏视感好且不易碎裂。拍照效果：对景物本色还原好，长焦镜头拍照实际体验优秀；电影模式简单好用。运行速度：Pro版本下A15芯片、6G大运存配合IOS系统，运行速度快且杀后台情况几乎没有。待机时间：3000多毫安电池容量诚意更足，待机时长比上代版本有明显提升。其他特色：屏幕素质顶级，自适应高刷省电显示效果又有保障。更大容量电池，待机更长。已经查了各种序列号等，确定为原装正品。同时京东物流送货速度快，包装严实，服务态度好。
105,远峰蓝色,1TB,苹果品质 坚如磐石 值得信赖
106,远峰蓝色,128GB,"外形外观：很精致
屏幕音效：声音很大 音效不错
拍照效果：很清楚 相机有很多功能 电影效果就很不错?
运行速度：很流畅
待机时间：比以前的久点了
颜色很好看 摸起来很有质感"
107,石墨色,128GB,"拍照效果：拍照效果色彩真，图像细腻。电池续航：电
池续航有所提升，延长使用2小时 通信音质：音质干干净
净，背景没杂音，非常好 运行速度：A15运行速度没的
说，非常流畅，看视频打游戏得心应手 显示效果：超级视
网膜屏，色彩真，不伤眼睛 其他特色：第一时间来评
价，首先手机是国行正品，和商家描述的一样，运行速度
超级快，商家服务态度非常好。"
108,石墨色,256GB,很完美的一次购物体验，黑色这款一直没货，早上吃早餐无意中看到有货，立马就下单了，没想到上午9九点下单，下午四点多就到了，有种速度叫京东物流，包装完好无损，没有任何瑕疵。买的充电器套装，相当于只需加九块钱邮费，就可以得到苹果原装充电器，东哥帮苹果做了该做的事，真的超级划算。感谢京东～，可能是疫情原因才缺货吧，建议想要的小伙伴多多蹲一下～
109,远峰蓝色,256GB,手机使用很流畅，A15芯片我愿称作当代最强，外观没得说，拿在手上这质量无敌，电池续航强，手机各项功能还在摸索中，苹果的东西就是没得说，好评。
110,远峰蓝色,256GB,物流太快了，第二天就到了。宝贝很好，不得不说，客服态度也太好了吧！拍照功能很强大。夜景模式非常清晰。很亮。运行速度也是一流的。高刷屏幕非常丝滑，手机大小也很合适。拿着很舒服。续航能力有了很大提升。。。
111,远峰蓝色,256GB,"超好看的远峰蓝色！?
绝绝子的渐变色！13pro可以随着光线呈现渐变的白灰色！好看绝了！哈哈哈哈真的??
?光线暗的时候就跟白色一样一样的
?用12pm后置原图拍的！没有滤镜～  ???"
112,远峰蓝色,256GB,"外形外观：原来用的7p，可能习惯了，感觉原来的手感好。
屏幕音效：没得说，很好
拍照效果：清晰了很多
运行速度：很快啊，刷刷的
待机时间：刚拿到手，还不清楚
其他特色：不太会倒数据，感觉挺麻烦的"
113,远峰蓝色,128GB,"外形外观：经典的4s外观设计，我第一台苹果就是4s，之前还是用的nokiaE71，第一眼看到苹果手机还是朋友手上的4s，初看就觉得好漂亮，系统方面也很简洁，是我喜欢的设计，无论外观还是ios，后来买的首发6sp，就一直用到现在才换13p，大部分都很满意，除了价格和电池！
运行速度：跟我的6年的6sp比那肯定是流畅的不行了，用了这么久确实很卡了，不过现在也依旧还在服役了，真的坚挺，质量也没的说的，6年还在用的6sp依然使用中，舍不得它了都！
拍照效果：拍照方面平时用的还挺多，广角镜头很有用，成像效果个人觉得很不错了，就是放大拍的话还是不能看了哈！"
114,石墨色,256GB,"外形外观：没得说很不错，今年最好手机
屏幕音效：还未使用，后期反馈
拍照效果：刚刚的
运行速度：一个一块的不得了
待机时间：随便使用吧
其他特色：非常饿好哈哈哈的
本年度最好的手机，值得大家拥有"
115,远峰蓝色,128GB,"外形外观：颜色超级OK，喜爱
屏幕音效：音效不错哦
拍照效果：提升不错，效果挺好
待机时间：有待观察
运行速度：速度超级爽"
116,苍岭绿色,128GB,"手机收到?，颜色超级好看，超级超级好看，新绿色，很时尚，摄像曝光问题可以调整参数，很不错?，推荐推荐，已经在这入手两台了，很不错，推荐给同事了
不错不错?，送给女朋友的，她很喜欢?&hellip;&hellip;&hellip;&hellip;
爱不释手哦&hellip;&hellip;
外形外观：很好
屏幕音效：很顺畅
拍照效果：不错，拍人物曝光可以调整
运行速度：很快
待机时间：还不错
其他特色：颜色很好看"
117,远峰蓝色,256GB,"外形外观：很漂亮！
屏幕音效：很强大
拍照效果：无敌！
运行速度：快！
待机时间：长！
其他特色：用过后在评价吧！第一次用这个牌子！"
118,远峰蓝色,128GB,"外形外观：直角边框看着也不错，手感也可以，后背摄像头模组巨大，主要是max太大了，所以买的小pro
屏幕音效：双扬声器效果很好
拍照效果：不错，速度快，前置摄像头很自然
运行速度：好像挺快的，毕竟新手机
待机时间：能用一天"
119,石墨色,128GB,"外形外观：手感舒适！质地细腻！
屏幕音效：清晰明了！声音动听！
拍照效果：非常不错、
运行速度：感觉比11快了很多！
待机时间：不玩游戏一天下来还有68%！
其他特色：用了这么久，没感觉到发烫！以前用11充电都感觉烫！"
120,金色,256GB,"拍照效果：非常棒，尤其是广角，放大缩小很方便，业余短视频创作效果很理想
运行速度：流畅丝滑
外形外观：单手操作稍微费点劲，那是因为它屏幕大
屏幕音效：看个电影音效很棒"
121,远峰蓝色,256GB,"通信音质：双杨声器看电影就像在电影院的感觉 其他特色：外观真的很赞 稍微有点重 显示效果：看起来很舒服
一直用苹果手机，上一部用的苹果11，觉得新出的这个颜色挺好看的，就立马下单了，发货很及时，转天就收到了，使用感特别好，以后还会继续光顾的！"
122,远峰蓝色,256GB,"手机已经收到用了几天非常好用，256G内存刚刚好。京东够物省心放心安心???
外形外观：大气好看
屏幕音效：非常棒
拍照效果：清楚
运行速度：丝滑快
待机时间：很长"
123,苍岭绿色,256GB,"手机收到了，刚开始担心是不是新机，打开验证以后，没问题，纯新机。手感不错，果真是13香，开森。
外形外观：大气上档次
屏幕音效：很正
拍照效果：画面感很强
运行速度：流畅"
124,远峰蓝色,256GB,"外形外观：实在是太漂亮了拿在手上很有分量
屏幕音效：非常适合
拍照效果：照片质量不错
运行速度：运行速度很流畅，可以满足基本需求的功能
其他特色：目前可以待机一天，希望可以越用越好用"
125,远峰蓝色,256GB,"外形外观：苹果13 Pro外观很有档次，对比老手机苹果x 直角线性的设计看起来更高档
屏幕音效：屏幕显示特别细腻，刷屏率也很高，游戏很爽
拍照效果：拍照超级棒，拍视频的电影效果出来赞到不行
运行速度：运行特别快，高端手机用十多个软件都不卡"
126,苍岭绿色,128GB,"外形外观：手机相当给力，高级感满满
屏幕音效：屏幕没得说，细腻
拍照效果：拍照给力堪比相机
运行速度：速度玩任何游戏都没的问题"
127,银色,256GB,"iPhone13Pro是性价比比较高的一款苹果手机。iOS系统运行流畅，简洁好用，安全性高，易于使用。屏幕清晰细腻，很有通透感，屏幕看着很舒服，是素质很高的一块屏幕。拍照一直很不错，使用默认模式就拍得很好。iPhone13Pro带自适应高刷，体验效果很好,同时也使电池更加耐用，提高了续航。总体来说，iPhone13Pro是一 款水桶机,各方面都很优秀。"
128,远峰蓝色,256GB,"外形外观：13PRO真的适合喜欢小屏人士，电池续航比13好，也没有MAX那种重
屏幕音效：屏幕顶呱呱，没得说啦
拍照效果：电影模式真的很赞！
运行速度：自适应刷新率，打游戏看视频刷网页真的牛"
